"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-07-31,"52253","IA","Cedar Rapids","Linn","Lisbon",13215,1267,0.00237341772151899,0.0160384923817161,0.0838323353293413,1101
2018-07-31,"70067","LA","New Orleans","Jefferson","Jean Lafitte",13216,1270,0.00157728706624606,0.0111464968152866,-0.0155038759689922,919
2018-07-31,"77534","TX","Houston","Brazoria","Danbury",13217,1552,-0.000643915003219575,0.000644745325596389,0.0123939986953686,854
2018-07-31,"79311","TX","Plainview","Hale","Abernathy",13218,931,0.0010752688172043,0.00757575757575758,-0.02,1001
2018-07-31,"60940","IL","Kankakee","Kankakee","Grant Park",13219,1312,-0.00303951367781155,0.00382555470543229,0.117546848381601,629
2018-07-31,"42050","KY","Union City","Fulton","Hickman",13220,797,0.00125628140703518,0.0114213197969543,0.00251572327044025,513
2018-07-31,"50212","IA","Boone","Boone","Ogden",13221,1097,-0.000910746812386157,0,0.0157407407407407,1175
2018-07-31,"54440","WI","Wausau","Marathon","Hatley",13222,1038,-0.00383877159309021,-0.0179754020813623,-0.0614828209764919,1211
2018-07-31,"61559","IL","Peoria","Peoria","Princeville",13223,1198,0,0.00167224080267559,0.0126796280642434,1057
2018-07-31,"80610","CO","Greeley","Weld","Ault",13224,1500,0,0.00066711140760507,0.0169491525423729,806
2018-07-31,"10958","NY","New York","Orange","Wawayanda",13225,1887,0.00159235668789809,0.0107123727905731,-0.00840777719390436,884
2018-07-31,"12789","NY",,"Sullivan","Woodridge",13226,1299,0,0.00464037122969838,0.0442122186495177,712
2018-07-31,"46504","IN","Plymouth","Marshall","Bourbon",13227,980,-0.0050761421319797,-0.00809716599190283,-0.0040650406504065,921
2018-07-31,"46732","IN","Warsaw","Kosciusko","Cromwell",13228,1076,-0.00185528756957328,-0.0037037037037037,0.0189393939393939,809
2018-07-31,"83313","ID","Hailey","Blaine","Bellevue",13229,1343,-0.00222882615156018,-0.00885608856088561,-0.0125,830
2018-07-31,"03226","NH","Laconia","Belknap","Center Harbor",13230,2070,0.110515021459227,0.197916666666667,0.170814479638009,628
2018-07-31,"20777","MD","Baltimore","Howard","Highland",13231,3025,-0.00132056784417299,-0.0159401431359792,-0.0251369642281663,1250
2018-07-31,"30170","GA","Atlanta","Carroll","Roopville",13232,956,-0.00520291363163372,-0.0154479917610711,-0.0174717368961973,1114
2018-07-31,"30663","GA","Atlanta","Morgan","Rutledge",13233,1384,-0.00503235082674335,-0.00930565497494631,0.0305286671630678,810
2018-07-31,"37180","TN","Shelbyville","Bedford","Unionville",13234,1227,0.00245098039215686,0.00904605263157895,0.0284995808885163,944
2018-07-31,"50450","IA",,"Winnebago","Lake Mills",13235,849,0,0.00117924528301887,-0.0449943757030371,1028
2018-07-31,"52214","IA","Cedar Rapids","Linn","Central City",13236,1303,0.00153727901614143,0.00929512006196747,0.167562724014337,1238
2018-07-31,"18332","PA","East Stroudsburg","Monroe","Henryville",13237,1340,0,0.0105580693815988,0.035548686244204,1190
2018-07-31,"61238","IL","Davenport","Henry","Cambridge",13238,1053,-0.00378429517502365,-0.00472589792060491,-0.0504959422903517,1030
2018-07-31,"27831","NC","Roanoke Rapids","Northampton","Garysburg",13239,759,-0.0026281208935611,-0.00913838120104439,0.00529801324503311,459
2018-07-31,"43570","OH",,"Williams","West Unity",13240,938,-0.00106496272630458,-0.00318809776833156,-0.0259605399792316,784
2018-07-31,"12531","NY","New York","Dutchess","Pawling",13241,1987,-0.00150753768844221,-0.00500751126690035,-0.0226266601082145,1018
